"Date","Price","Open","High","Low","Change %"
"May 31, 2009","46.950","47.090","47.360","46.580","-0.36"
"May 24, 2009","47.120","46.810","48.090","46.670","0.62"
"May 17, 2009","46.830","49.310","49.310","46.830","-5.03"
"May 10, 2009","49.310","49.110","50.030","48.910","0.32"
"May 03, 2009","49.155","49.615","49.975","49.025","-1.05"
"Apr 26, 2009","49.675","49.985","50.585","49.525","0.13"
"Apr 19, 2009","49.610","49.640","50.630","49.530","-0.36"
"Apr 12, 2009","49.790","49.740","50.080","49.330","0.00"
"Apr 05, 2009","49.790","49.810","50.680","49.660","-0.22"
"Mar 29, 2009","49.900","50.310","51.330","49.720","-1.24"
"Mar 22, 2009","50.525","50.475","51.125","50.075","0.01"
"Mar 15, 2009","50.520","51.310","51.700","50.030","-2.00"
"Mar 08, 2009","51.550","51.640","52.020","50.850","-0.27"
"Mar 01, 2009","51.690","50.830","52.140","50.710","1.34"
"Feb 22, 2009","51.005","49.475","51.195","49.225","2.95"
"Feb 15, 2009","49.545","48.425","50.090","48.425","1.95"
"Feb 08, 2009","48.595","48.425","48.975","48.185","-0.07"
"Feb 01, 2009","48.630","48.670","49.140","48.200","-0.45"
"Jan 25, 2009","48.850","48.830","49.150","48.410","-0.46"
"Jan 18, 2009","49.075","48.475","49.345","48.205","0.88"
"Jan 11, 2009","48.645","48.025","49.225","47.975","1.20"
"Jan 04, 2009","48.070","48.070","49.310","47.910","-0.10"
"Dec 28, 2008","48.120","48.260","49.130","47.960","-0.65"
"Dec 21, 2008","48.435","46.965","49.195","46.715","2.73"
"Dec 14, 2008","47.150","48.290","48.290","46.440","-2.74"
"Dec 07, 2008","48.480","49.300","49.640","47.970","-2.04"
"Nov 30, 2008","49.490","49.360","50.590","49.220","-0.17"
"Nov 23, 2008","49.575","49.475","50.275","48.615","0.04"
"Nov 16, 2008","49.555","48.695","50.595","48.545","1.57"
"Nov 09, 2008","48.790","47.210","49.490","47.010","2.74"
"Nov 02, 2008","47.490","49.110","49.160","46.710","-3.72"
"Oct 26, 2008","49.325","49.535","50.315","48.745","-0.89"
"Oct 19, 2008","49.770","48.610","50.160","48.210","2.17"
"Oct 12, 2008","48.715","48.215","49.185","47.565","0.72"
"Oct 05, 2008","48.365","46.695","49.315","46.545","3.34"
"Sep 28, 2008","46.800","46.560","47.440","46.040","0.60"
"Sep 21, 2008","46.520","45.430","46.840","45.230","1.55"
"Sep 14, 2008","45.810","45.710","47.000","45.470","0.22"
"Sep 07, 2008","45.710","44.470","45.970","44.110","2.34"
"Aug 31, 2008","44.665","43.625","44.760","43.475","1.81"
"Aug 24, 2008","43.870","43.240","44.160","43.130","1.25"
"Aug 17, 2008","43.330","42.740","43.870","42.590","1.21"
"Aug 10, 2008","42.810","41.920","43.070","41.750","1.98"
"Aug 03, 2008","41.980","42.210","42.550","41.770","-0.69"
"Jul 27, 2008","42.270","42.110","42.790","41.960","0.26"
"Jul 20, 2008","42.160","42.560","42.890","41.740","-1.35"
"Jul 13, 2008","42.735","42.725","43.320","42.565","-0.11"
"Jul 06, 2008","42.780","43.010","43.460","42.630","-0.86"
"Jun 29, 2008","43.150","42.710","43.560","42.610","0.84"
"Jun 22, 2008","42.790","42.790","43.000","42.400","-0.13"
"Jun 15, 2008","42.845","42.765","43.005","42.615","-0.08"
"Jun 08, 2008","42.880","42.500","43.010","42.430","0.50"
"Jun 01, 2008","42.665","42.225","42.995","42.125","1.20"
"May 25, 2008","42.160","42.480","42.990","42.160","-0.92"
"May 18, 2008","42.550","42.350","43.210","42.190","0.33"
"May 11, 2008","42.410","41.410","42.930","41.320","2.03"
"May 04, 2008","41.565","40.645","41.845","40.465","2.48"
"Apr 27, 2008","40.560","39.970","40.780","39.910","1.24"
"Apr 20, 2008","40.065","39.685","40.295","39.615","0.78"
"Apr 13, 2008","39.755","39.825","39.995","39.695","-0.21"
"Apr 06, 2008","39.840","39.760","40.070","39.660","-0.04"
"Mar 30, 2008","39.855","39.765","40.175","39.615","-0.04"
"Mar 23, 2008","39.870","39.960","40.460","39.690","0.00"
"Mar 16, 2008","39.870","40.150","40.840","39.870","-1.45"
"Mar 09, 2008","40.455","40.275","40.737","40.045","0.06"
"Mar 02, 2008","40.430","39.790","40.650","39.760","1.28"
"Feb 24, 2008","39.920","39.860","40.090","39.650","-0.24"
"Feb 17, 2008","40.015","39.495","40.265","39.425","0.90"
"Feb 10, 2008","39.660","39.430","39.900","39.390","0.14"
"Feb 03, 2008","39.605","39.205","39.710","39.145","0.94"
"Jan 27, 2008","39.235","39.205","39.500","39.105","-0.27"
"Jan 20, 2008","39.340","39.345","39.790","39.110","0.33"
"Jan 13, 2008","39.210","39.110","39.360","39.030","0.10"
"Jan 06, 2008","39.170","39.220","39.400","39.050","-0.38"
"Dec 30, 2007","39.320","39.250","39.495","39.170","-0.24"
"Dec 23, 2007","39.415","39.325","39.555","39.135","0.17"
"Dec 16, 2007","39.350","39.190","39.680","39.110","0.09"
"Dec 09, 2007","39.315","39.205","39.485","39.125","-0.01"
"Dec 02, 2007","39.320","39.460","39.640","39.150","-0.51"
"Nov 25, 2007","39.520","39.520","39.920","39.320","-0.39"
"Nov 18, 2007","39.675","39.085","39.735","39.045","1.54"
"Nov 11, 2007","39.075","39.145","39.470","39.035","-0.12"
"Nov 04, 2007","39.120","39.130","39.400","39.010","-0.25"
"Oct 28, 2007","39.220","39.260","39.495","39.080","-0.23"
"Oct 21, 2007","39.310","39.440","39.930","39.260","-0.71"
"Oct 14, 2007","39.590","39.160","39.970","39.110","1.07"
"Oct 07, 2007","39.170","39.230","39.562","39.090","-0.13"
"Sep 30, 2007","39.220","39.570","39.915","39.220","-1.11"
"Sep 23, 2007","39.660","39.650","39.910","39.410","-0.15"
"Sep 16, 2007","39.720","40.310","40.630","39.610","-1.59"
"","","","","",""
"","Highest:68.909","Lowest:39.010","Difference:29.899","Average:54.546","Change %:58.523"
